Order_ID,Order_Date,Ship_Date,Category,Product,Region,City,Segment,Ship_Mode,Quantity,Sales,Discount,Profit
ORD06352,2024-04-02,2024-04-07,Books,Textbook,North,Chandigarh,Consumer,First Class,2,2959.54,0.0,316.04
ORD06353,2024-03-27,2024-03-31,Sports,Tennis Racket,East,Kolkata,Home Office,Second Class,4,19163.64,0.3,1083.16
ORD06354,2024-09-18,2024-09-20,Electronics,Smartphone,East,Patna,Home Office,First Class,5,11176.29,0.15,1200.63
ORD06355,2024-04-21,2024-04-22,Home,Mixer,South,Hyderabad,Consumer,First Class,6,5915.1,0.05,1418.63
ORD06356,2024-10-24,2024-10-30,Home,Vacuum,North,Delhi,Corporate,Standard,6,26326.16,0.1,3333.59
ORD06357,2024-04-27,2024-05-02,Fashion,Watch,South,Bengaluru,Corporate,First Class,3,849.14,0.3,-53.39
ORD06358,2024-10-15,2024-10-17,Home,Vacuum,East,Bhubaneswar,Home Office,Same Day,2,9321.28,0.2,1052.51
ORD06359,2024-02-11,2024-02-14,Sports,Tennis Racket,East,Kolkata,Home Office,Same Day,2,432.21,0.1,62.4
ORD06360,2024-01-27,2024-02-03,Books,Biography,South,Chennai,Consumer,Same Day,4,886.85,0.0,174.7
ORD06361,2024-07-12,2024-07-14,Electronics,Monitor,South,Bengaluru,Home Office,Standard,3,12318.27,0.0,1181.63
ORD06362,2024-10-21,2024-10-25,Electronics,Monitor,North,Chandigarh,Corporate,Standard,4,19284.69,0.2,18.09
ORD06363,2024-12-05,2024-12-08,Books,Comics,South,Bengaluru,Corporate,First Class,1,2268.08,0.1,359.72
ORD06364,2024-09-09,2024-09-10,Fashion,Jeans,East,Kolkata,Corporate,Standard,1,4030.62,0.15,570.53
ORD06365,2024-06-18,2024-06-21,Books,Textbook,West,Pune,Consumer,Standard,6,7940.07,0.2,1199.64
ORD06366,2024-03-29,2024-04-04,Books,Novel,North,Lucknow,Consumer,First Class,7,21241.01,0.0,5453.52
ORD06367,2024-11-06,2024-11-08,Sports,Cricket Bat,South,Bengaluru,Consumer,First Class,1,4418.77,0.3,526.04
ORD06368,2024-02-29,2024-03-05,Books,Magazine,West,Pune,Corporate,Same Day,2,4313.63,0.15,691.01
ORD06369,2024-10-09,2024-10-15,Electronics,Laptop,North,Delhi,Corporate,Same Day,3,1462.21,0.15,74.84
ORD06370,2024-10-17,2024-10-18,Fashion,Shoes,West,Mumbai,Consumer,First Class,6,29573.67,0.1,3741.26
ORD06371,2024-12-03,2024-12-09,Electronics,Smartphone,West,Pune,Home Office,Second Class,2,4854.02,0.15,972.5
ORD06372,2024-04-07,2024-04-10,Books,Textbook,West,Mumbai,Home Office,Second Class,6,25296.89,0.3,-1627.0
ORD06373,2024-11-02,2024-11-07,Electronics,Smartphone,North,Lucknow,Consumer,Second Class,6,3339.55,0.0,287.42
ORD06374,2024-12-16,2024-12-17,Sports,Tennis Racket,South,Hyderabad,Consumer,Standard,5,13546.78,0.15,322.32
ORD06375,2024-10-29,2024-10-30,Home,Cookware,North,Chandigarh,Consumer,Standard,8,34922.56,0.0,3189.6
ORD06376,2024-07-11,2024-07-13,Fashion,Shoes,South,Hyderabad,Home Office,First Class,8,24939.37,0.2,4050.78
ORD06377,2024-11-13,2024-11-17,Fashion,Jeans,East,Patna,Corporate,Second Class,5,21682.59,0.2,3592.68
ORD06378,2024-12-15,2024-12-22,Home,Mixer,North,Delhi,Corporate,Same Day,8,10550.09,0.05,1562.58
ORD06379,2024-08-21,2024-08-25,Electronics,Keyboard,North,Chandigarh,Home Office,Second Class,2,7070.39,0.3,-477.55
ORD06380,2024-05-15,2024-05-22,Home,Lamp,South,Chennai,Corporate,First Class,2,3190.36,0.3,-30.08
ORD06381,2024-08-07,2024-08-12,Books,Biography,South,Bengaluru,Home Office,Same Day,1,4473.86,0.05,1133.18
ORD06382,2024-02-02,2024-02-04,Fashion,Jeans,West,Pune,Corporate,First Class,8,37498.91,0.1,5050.24
ORD06383,2024-10-17,2024-10-20,Home,Chair,North,Lucknow,Corporate,Same Day,7,12995.24,0.2,1869.6
ORD06384,2024-08-01,2024-08-06,Fashion,T-Shirt,North,Lucknow,Corporate,Second Class,6,17077.92,0.15,2882.55
ORD06385,2024-04-06,2024-04-13,Books,Textbook,East,Bhubaneswar,Home Office,Second Class,6,25615.53,0.05,5876.01
ORD06386,2024-02-07,2024-02-09,Fashion,T-Shirt,South,Bengaluru,Consumer,First Class,1,4885.29,0.3,228.38
ORD06387,2024-12-09,2024-12-11,Home,Chair,West,Mumbai,Home Office,First Class,6,29505.19,0.0,2642.06
ORD06388,2024-03-03,2024-03-07,Electronics,Headphones,South,Hyderabad,Corporate,First Class,1,496.28,0.2,20.11
ORD06389,2024-02-19,2024-02-20,Sports,Football,South,Hyderabad,Consumer,Same Day,4,3497.35,0.2,188.92
ORD06390,2024-11-07,2024-11-09,Books,Novel,South,Chennai,Corporate,Same Day,2,1103.35,0.15,133.01
ORD06391,2024-07-18,2024-07-22,Sports,Dumbbell,West,Pune,Home Office,Second Class,3,9355.96,0.15,557.52
ORD06392,2024-10-26,2024-11-01,Electronics,Monitor,South,Bengaluru,Home Office,Second Class,8,33979.35,0.05,2366.94
ORD06393,2024-07-20,2024-07-23,Books,Magazine,North,Lucknow,Consumer,Same Day,1,2141.01,0.2,235.75
ORD06394,2024-07-06,2024-07-11,Home,Cookware,East,Patna,Home Office,Same Day,8,37421.97,0.05,7117.02
ORD06395,2024-06-09,2024-06-14,Home,Mixer,North,Delhi,Corporate,Same Day,4,7823.49,0.3,410.05
ORD06396,2024-10-01,2024-10-02,Fashion,Shoes,West,Pune,Home Office,First Class,5,24993.25,0.0,3026.72
ORD06397,2024-03-15,2024-03-20,Books,Novel,South,Chennai,Home Office,Standard,3,3757.76,0.05,941.72
ORD06398,2024-06-01,2024-06-02,Fashion,Jacket,North,Lucknow,Corporate,Second Class,5,10268.1,0.3,189.0
ORD06399,2024-09-04,2024-09-05,Fashion,Watch,North,Lucknow,Corporate,Standard,2,5332.06,0.2,556.01
ORD06400,2024-07-02,2024-07-08,Sports,Yoga Mat,North,Chandigarh,Consumer,Same Day,3,7659.33,0.3,-373.83
ORD06401,2024-05-02,2024-05-04,Fashion,T-Shirt,West,Ahmedabad,Consumer,First Class,4,19398.27,0.15,418.3
ORD06402,2024-02-18,2024-02-24,Electronics,Monitor,South,Bengaluru,Home Office,Same Day,3,3393.08,0.05,622.77
ORD06403,2024-08-03,2024-08-07,Sports,Tennis Racket,North,Delhi,Consumer,Same Day,2,2436.47,0.15,123.78
ORD06404,2024-02-04,2024-02-08,Books,Novel,West,Ahmedabad,Consumer,Same Day,7,27842.2,0.2,1883.95
ORD06405,2024-12-05,2024-12-11,Books,Comics,North,Chandigarh,Corporate,Same Day,2,4562.19,0.2,67.27
ORD06406,2024-03-11,2024-03-15,Electronics,Laptop,West,Mumbai,Consumer,Second Class,3,14849.22,0.0,4153.57
ORD06407,2024-07-25,2024-08-01,Electronics,Headphones,North,Lucknow,Consumer,Same Day,8,35760.81,0.0,7200.33
ORD06408,2024-10-10,2024-10-17,Home,Mixer,West,Pune,Corporate,Second Class,4,16765.86,0.2,1747.12
ORD06409,2024-01-05,2024-01-08,Books,Comics,West,Ahmedabad,Corporate,First Class,2,8315.91,0.2,1237.64
ORD06410,2024-08-31,2024-09-02,Electronics,Smartphone,North,Chandigarh,Corporate,Standard,2,1615.86,0.15,173.66
ORD06411,2024-09-26,2024-10-02,Electronics,Headphones,East,Patna,Home Office,Second Class,8,20187.12,0.3,1374.78
ORD06412,2024-04-20,2024-04-26,Books,Magazine,North,Lucknow,Home Office,Standard,3,10498.56,0.2,852.45
ORD06413,2024-06-10,2024-06-11,Sports,Dumbbell,South,Chennai,Consumer,Second Class,7,31843.2,0.1,1966.47
ORD06414,2024-09-02,2024-09-06,Books,Novel,North,Lucknow,Corporate,Same Day,2,7348.86,0.2,899.19
ORD06415,2024-03-21,2024-03-25,Fashion,Jeans,South,Chennai,Corporate,Second Class,7,25435.44,0.3,595.93
ORD06416,2024-04-13,2024-04-16,Books,Comics,West,Pune,Home Office,Second Class,4,1332.37,0.1,286.3
ORD06417,2024-07-26,2024-07-28,Books,Magazine,East,Kolkata,Home Office,Same Day,5,1897.94,0.15,36.97
ORD06418,2024-07-15,2024-07-18,Books,Comics,East,Bhubaneswar,Consumer,Second Class,5,13521.66,0.0,2814.75
ORD06419,2024-11-09,2024-11-15,Electronics,Laptop,West,Pune,Corporate,Second Class,7,32029.09,0.0,7201.38
ORD06420,2024-01-04,2024-01-09,Sports,Yoga Mat,East,Kolkata,Home Office,Standard,4,19647.67,0.1,4011.55
ORD06421,2024-10-30,2024-11-06,Electronics,Headphones,North,Chandigarh,Home Office,First Class,2,962.05,0.15,125.38
ORD06422,2024-01-12,2024-01-15,Electronics,Smartphone,West,Mumbai,Home Office,First Class,3,6791.53,0.05,1018.5
ORD06423,2024-05-20,2024-05-24,Home,Vacuum,South,Hyderabad,Home Office,Second Class,7,1738.28,0.05,263.08
ORD06424,2024-05-12,2024-05-18,Fashion,T-Shirt,West,Ahmedabad,Corporate,Same Day,4,19068.38,0.1,2841.27
ORD06425,2024-06-17,2024-06-21,Electronics,Smartphone,South,Bengaluru,Corporate,Standard,8,26110.21,0.0,2313.76
ORD06426,2024-06-11,2024-06-17,Electronics,Monitor,West,Pune,Consumer,First Class,2,3978.38,0.15,413.89
ORD06427,2024-12-01,2024-12-08,Electronics,Keyboard,West,Ahmedabad,Home Office,First Class,5,21072.42,0.1,3817.6
ORD06428,2024-05-06,2024-05-13,Electronics,Monitor,East,Bhubaneswar,Home Office,Second Class,7,10092.39,0.2,557.53
ORD06429,2024-02-01,2024-02-08,Electronics,Headphones,North,Lucknow,Corporate,Second Class,7,11835.43,0.1,2049.56
ORD06430,2024-08-06,2024-08-07,Books,Biography,East,Patna,Consumer,Second Class,6,3482.09,0.0,774.66
ORD06431,2024-11-01,2024-11-06,Home,Vacuum,West,Ahmedabad,Consumer,Same Day,6,27377.06,0.15,2836.12
ORD06432,2024-08-25,2024-09-01,Books,Textbook,East,Kolkata,Home Office,Standard,5,22610.44,0.3,1792.08
ORD06433,2024-10-12,2024-10-16,Fashion,Watch,North,Lucknow,Consumer,First Class,7,13515.23,0.3,810.33
ORD06434,2024-12-14,2024-12-18,Books,Magazine,South,Hyderabad,Home Office,Same Day,2,7043.28,0.2,172.31
ORD06435,2024-08-07,2024-08-11,Fashion,Jacket,East,Kolkata,Consumer,First Class,3,13659.14,0.3,432.44
ORD06436,2024-11-04,2024-11-05,Fashion,Shoes,West,Mumbai,Corporate,Standard,7,20375.56,0.3,-1167.1
ORD06437,2024-09-03,2024-09-04,Sports,Football,West,Mumbai,Corporate,Second Class,4,6894.36,0.3,-30.91
ORD06438,2024-06-20,2024-06-27,Books,Novel,South,Bengaluru,Home Office,First Class,2,7378.74,0.3,-422.27
ORD06439,2024-08-05,2024-08-09,Home,Cookware,South,Hyderabad,Corporate,Second Class,3,10961.26,0.1,590.33
ORD06440,2024-11-10,2024-11-11,Electronics,Monitor,East,Bhubaneswar,Home Office,Second Class,7,27680.77,0.0,6879.25
ORD06441,2024-11-21,2024-11-23,Sports,Tennis Racket,East,Bhubaneswar,Consumer,Standard,2,1070.72,0.0,238.8
ORD06442,2024-05-10,2024-05-16,Fashion,T-Shirt,South,Chennai,Consumer,Same Day,2,8669.91,0.1,900.73
ORD06443,2024-09-23,2024-09-28,Books,Novel,East,Kolkata,Corporate,Same Day,1,1695.66,0.1,97.13
ORD06444,2024-12-21,2024-12-24,Fashion,Jacket,North,Lucknow,Consumer,Same Day,1,3597.61,0.1,775.83
ORD06445,2024-05-21,2024-05-22,Electronics,Headphones,North,Lucknow,Consumer,Same Day,6,25141.1,0.3,1958.31
ORD06446,2024-10-12,2024-10-17,Home,Chair,North,Delhi,Corporate,Second Class,3,3011.67,0.0,423.41
ORD06447,2024-10-15,2024-10-21,Books,Comics,North,Delhi,Home Office,Same Day,6,11786.28,0.2,573.83
ORD06448,2024-03-12,2024-03-17,Fashion,Jeans,West,Pune,Home Office,First Class,8,3060.32,0.0,456.81
ORD06449,2024-02-17,2024-02-21,Fashion,Jeans,South,Hyderabad,Consumer,Same Day,1,3610.84,0.2,-8.61
ORD06450,2024-02-16,2024-02-18,Home,Chair,South,Hyderabad,Corporate,Standard,6,22166.61,0.3,1274.44
ORD06451,2024-10-19,2024-10-25,Fashion,T-Shirt,North,Delhi,Consumer,Standard,4,10317.01,0.3,587.67
ORD06452,2024-08-26,2024-09-02,Home,Mixer,West,Ahmedabad,Home Office,First Class,7,2622.6,0.3,192.16
ORD06453,2024-12-16,2024-12-19,Books,Novel,East,Bhubaneswar,Corporate,Same Day,6,12309.16,0.3,-397.79
ORD06454,2024-07-10,2024-07-15,Fashion,Jacket,North,Lucknow,Home Office,Standard,5,21033.84,0.15,2251.59
ORD06455,2024-02-01,2024-02-04,Sports,Yoga Mat,North,Lucknow,Corporate,Standard,1,3014.89,0.2,312.95
ORD06456,2024-01-29,2024-01-31,Home,Vacuum,West,Pune,Consumer,First Class,3,11079.59,0.1,1957.1
ORD06457,2024-09-04,2024-09-08,Home,Mixer,West,Mumbai,Corporate,Same Day,4,5156.57,0.05,568.61
ORD06458,2024-09-17,2024-09-18,Sports,Tennis Racket,West,Ahmedabad,Home Office,Standard,1,2239.56,0.1,107.4
ORD06459,2024-09-26,2024-09-29,Electronics,Monitor,South,Hyderabad,Corporate,Standard,7,18048.07,0.05,2016.96
ORD06460,2024-02-17,2024-02-21,Fashion,Jacket,North,Delhi,Consumer,Standard,5,5872.27,0.1,1107.48
ORD06461,2024-04-22,2024-04-28,Electronics,Smartphone,East,Bhubaneswar,Corporate,First Class,1,1805.86,0.2,45.85
ORD06462,2024-10-12,2024-10-15,Home,Lamp,East,Bhubaneswar,Consumer,Second Class,6,2895.96,0.05,392.25
ORD06463,2024-02-02,2024-02-09,Sports,Dumbbell,South,Chennai,Corporate,Second Class,4,5634.22,0.3,-304.26
ORD06464,2024-05-31,2024-06-02,Fashion,Jacket,East,Kolkata,Home Office,Second Class,7,13285.97,0.0,2209.4
ORD06465,2024-09-18,2024-09-20,Electronics,Headphones,East,Kolkata,Corporate,Second Class,7,20551.04,0.1,1027.18
ORD06466,2024-10-24,2024-10-31,Books,Textbook,East,Bhubaneswar,Home Office,Second Class,4,18402.79,0.05,1148.01
ORD06467,2024-04-08,2024-04-12,Home,Cookware,North,Delhi,Corporate,Second Class,8,19789.93,0.1,1986.76
ORD06468,2024-12-21,2024-12-28,Electronics,Monitor,East,Kolkata,Home Office,Second Class,2,1400.26,0.05,105.63
ORD06469,2024-04-07,2024-04-14,Books,Magazine,South,Chennai,Home Office,First Class,1,2973.36,0.15,38.32
ORD06470,2024-10-02,2024-10-06,Fashion,T-Shirt,South,Bengaluru,Home Office,Same Day,1,4028.7,0.3,402.35
ORD06471,2024-07-01,2024-07-05,Home,Cookware,East,Kolkata,Corporate,First Class,3,3843.36,0.3,342.87
ORD06472,2024-03-20,2024-03-22,Fashion,Jeans,West,Ahmedabad,Corporate,Same Day,8,2984.36,0.15,166.27
ORD06473,2024-02-02,2024-02-09,Home,Chair,East,Kolkata,Home Office,Standard,7,2359.31,0.05,181.42
ORD06474,2024-05-21,2024-05-22,Fashion,Shoes,South,Hyderabad,Consumer,Second Class,4,11188.66,0.0,1592.5
ORD06475,2024-07-08,2024-07-13,Books,Biography,North,Chandigarh,Consumer,Second Class,5,11395.59,0.05,980.52
ORD06476,2024-02-24,2024-02-27,Books,Novel,South,Hyderabad,Home Office,Same Day,1,2457.48,0.1,112.16
ORD06477,2024-05-26,2024-05-29,Home,Chair,West,Ahmedabad,Consumer,Standard,4,19686.41,0.3,606.79
ORD06478,2024-12-22,2024-12-23,Home,Chair,North,Lucknow,Home Office,Standard,7,15978.96,0.0,4020.53
ORD06479,2024-08-28,2024-08-30,Sports,Tennis Racket,South,Hyderabad,Consumer,First Class,7,19611.27,0.15,262.4
ORD06480,2024-01-22,2024-01-23,Electronics,Keyboard,East,Patna,Consumer,First Class,8,38572.17,0.1,3155.12
ORD06481,2024-06-02,2024-06-07,Fashion,Jeans,North,Lucknow,Consumer,Second Class,3,2429.45,0.3,231.35
ORD06482,2024-01-18,2024-01-20,Home,Lamp,South,Chennai,Home Office,Second Class,5,19680.96,0.3,1265.51
ORD06483,2024-12-29,2024-12-31,Fashion,Jacket,West,Ahmedabad,Consumer,First Class,5,23998.73,0.2,1058.97
ORD06484,2024-08-14,2024-08-15,Home,Lamp,West,Ahmedabad,Corporate,First Class,5,19614.63,0.05,3591.47
ORD06485,2024-07-26,2024-07-28,Sports,Yoga Mat,South,Chennai,Corporate,Standard,2,3152.04,0.1,552.28
ORD06486,2024-06-22,2024-06-27,Fashion,Shoes,South,Hyderabad,Home Office,Standard,6,26926.98,0.1,3723.77
ORD06487,2024-05-20,2024-05-26,Sports,Tennis Racket,North,Delhi,Home Office,First Class,5,12321.71,0.3,1436.54
ORD06488,2024-01-28,2024-02-04,Sports,Yoga Mat,South,Hyderabad,Home Office,Second Class,2,1587.27,0.0,197.81
ORD06489,2024-08-02,2024-08-04,Home,Mixer,South,Bengaluru,Corporate,Standard,7,4800.31,0.3,520.06
ORD06490,2024-12-05,2024-12-10,Sports,Dumbbell,South,Hyderabad,Home Office,Second Class,2,6537.9,0.05,1397.18
ORD06491,2024-02-18,2024-02-19,Home,Mixer,South,Chennai,Consumer,Same Day,6,28041.82,0.05,5204.64
ORD06492,2024-05-20,2024-05-27,Fashion,Watch,West,Mumbai,Consumer,Standard,1,1910.04,0.2,73.24
ORD06493,2024-04-16,2024-04-21,Electronics,Keyboard,West,Pune,Consumer,Same Day,7,12513.21,0.3,-682.55
ORD06494,2024-05-16,2024-05-21,Home,Vacuum,South,Bengaluru,Home Office,First Class,4,8191.5,0.15,979.72
ORD06495,2024-01-27,2024-01-31,Books,Biography,South,Bengaluru,Consumer,Second Class,6,9857.1,0.2,835.97
ORD06496,2024-09-03,2024-09-07,Fashion,Jacket,North,Chandigarh,Consumer,Same Day,3,10121.19,0.2,1177.99
ORD06497,2024-11-29,2024-12-03,Sports,Cricket Bat,East,Kolkata,Corporate,Second Class,4,18504.47,0.0,3708.38
ORD06498,2024-01-07,2024-01-14,Books,Textbook,East,Kolkata,Home Office,First Class,8,2032.97,0.05,426.03
ORD06499,2024-06-08,2024-06-13,Electronics,Monitor,East,Patna,Corporate,Second Class,3,2476.79,0.15,75.31
ORD06500,2024-04-15,2024-04-18,Electronics,Monitor,East,Patna,Consumer,First Class,8,20996.47,0.3,2435.08
ORD06501,2024-09-03,2024-09-09,Home,Chair,West,Pune,Consumer,Same Day,7,16157.56,0.0,3476.48
ORD06502,2024-12-29,2025-01-03,Sports,Dumbbell,West,Mumbai,Home Office,First Class,1,1173.91,0.15,212.69
ORD06503,2024-03-15,2024-03-17,Books,Biography,North,Delhi,Consumer,First Class,3,3381.59,0.1,428.2
ORD06504,2024-03-13,2024-03-18,Sports,Dumbbell,North,Lucknow,Corporate,Second Class,4,6676.7,0.15,236.02
ORD06505,2024-08-13,2024-08-19,Books,Biography,East,Kolkata,Corporate,First Class,5,13931.09,0.15,2283.64
ORD06506,2024-10-24,2024-10-31,Sports,Tennis Racket,East,Kolkata,Home Office,Standard,4,8078.21,0.3,-556.99
ORD06507,2024-09-26,2024-10-03,Sports,Cricket Bat,South,Bengaluru,Consumer,Same Day,8,24579.01,0.1,2174.65
ORD06508,2024-06-28,2024-07-01,Fashion,Shoes,South,Chennai,Consumer,First Class,4,12334.03,0.0,2531.97
ORD06509,2024-07-28,2024-07-29,Electronics,Laptop,South,Bengaluru,Home Office,Second Class,8,37024.89,0.3,930.06
ORD06510,2024-02-28,2024-03-06,Books,Magazine,West,Mumbai,Home Office,First Class,4,19258.33,0.05,1572.42
ORD06511,2024-06-25,2024-06-30,Sports,Cricket Bat,West,Mumbai,Home Office,Same Day,1,1146.09,0.2,5.87
ORD06512,2024-09-28,2024-10-03,Books,Biography,South,Hyderabad,Consumer,Second Class,7,2158.0,0.2,252.45
ORD06513,2024-05-30,2024-06-05,Books,Textbook,North,Chandigarh,Corporate,Standard,6,1384.81,0.0,301.24
ORD06514,2024-02-06,2024-02-13,Sports,Tennis Racket,North,Lucknow,Consumer,Standard,7,24030.23,0.3,1630.61
ORD06515,2024-08-16,2024-08-19,Sports,Football,East,Kolkata,Corporate,Same Day,7,16454.3,0.05,3467.35
ORD06516,2024-08-21,2024-08-26,Home,Chair,West,Pune,Home Office,Standard,7,29551.9,0.0,7673.79
ORD06517,2024-06-12,2024-06-17,Home,Lamp,West,Ahmedabad,Home Office,Second Class,5,15872.84,0.15,1427.16
ORD06518,2024-05-25,2024-05-31,Home,Chair,North,Chandigarh,Consumer,First Class,3,7549.1,0.1,1169.97
ORD06519,2024-07-24,2024-07-28,Books,Textbook,South,Bengaluru,Consumer,Standard,4,11012.21,0.3,-249.65
ORD06520,2024-10-26,2024-11-01,Electronics,Smartphone,West,Mumbai,Corporate,Standard,5,16402.7,0.0,3736.59
ORD06521,2024-11-02,2024-11-03,Sports,Yoga Mat,North,Delhi,Home Office,Standard,1,2544.56,0.1,263.17
ORD06522,2024-01-18,2024-01-25,Home,Cookware,South,Hyderabad,Home Office,Second Class,1,4790.49,0.15,643.45
ORD06523,2024-04-15,2024-04-16,Sports,Cricket Bat,South,Chennai,Corporate,Second Class,4,16111.73,0.0,4318.09
ORD06524,2024-07-25,2024-07-26,Books,Novel,West,Pune,Consumer,First Class,3,11074.41,0.1,2058.36
ORD06525,2024-01-15,2024-01-22,Books,Magazine,North,Lucknow,Consumer,Standard,3,3318.95,0.0,720.06
ORD06526,2024-02-14,2024-02-17,Sports,Tennis Racket,South,Hyderabad,Consumer,Second Class,6,12797.29,0.3,-691.5
ORD06527,2024-07-30,2024-07-31,Electronics,Headphones,South,Bengaluru,Corporate,Same Day,1,4079.45,0.0,457.34
ORD06528,2024-07-10,2024-07-13,Sports,Football,South,Hyderabad,Consumer,Second Class,4,5511.43,0.05,606.96
ORD06529,2024-02-27,2024-03-04,Home,Mixer,West,Ahmedabad,Corporate,Second Class,8,21448.41,0.15,869.49
ORD06530,2024-03-18,2024-03-19,Books,Comics,East,Patna,Home Office,First Class,7,12776.86,0.0,2242.98
ORD06531,2024-02-12,2024-02-13,Electronics,Monitor,South,Chennai,Corporate,Standard,1,3456.16,0.0,472.67
ORD06532,2024-09-14,2024-09-16,Electronics,Headphones,North,Delhi,Consumer,Standard,7,33599.0,0.1,3275.27
ORD06533,2024-07-11,2024-07-12,Sports,Yoga Mat,North,Lucknow,Home Office,First Class,3,11927.6,0.1,1215.05
ORD06534,2024-12-08,2024-12-12,Books,Biography,South,Chennai,Home Office,Second Class,1,3198.13,0.05,652.75
ORD06535,2024-01-13,2024-01-18,Home,Vacuum,South,Hyderabad,Home Office,First Class,4,14466.5,0.15,1343.82
ORD06536,2024-12-28,2024-12-31,Home,Cookware,South,Chennai,Home Office,Standard,2,5164.0,0.0,611.57
ORD06537,2024-11-12,2024-11-14,Home,Mixer,East,Bhubaneswar,Consumer,Same Day,6,29894.09,0.1,4240.14
ORD06538,2024-01-14,2024-01-17,Electronics,Smartphone,North,Delhi,Consumer,Standard,7,4481.51,0.2,378.94
ORD06539,2024-01-03,2024-01-07,Home,Mixer,South,Chennai,Home Office,Standard,2,879.28,0.3,61.28
ORD06540,2024-08-12,2024-08-17,Electronics,Smartphone,West,Pune,Consumer,Second Class,5,23568.12,0.3,1151.01
ORD06541,2024-04-20,2024-04-26,Fashion,Watch,South,Bengaluru,Corporate,Second Class,7,28244.94,0.3,1378.19
ORD06542,2024-09-06,2024-09-07,Fashion,Shoes,West,Pune,Corporate,Same Day,1,2800.77,0.15,181.91
ORD06543,2024-04-30,2024-05-02,Electronics,Headphones,East,Bhubaneswar,Consumer,First Class,5,13519.99,0.3,71.13
ORD06544,2024-09-29,2024-10-04,Books,Magazine,West,Mumbai,Home Office,Same Day,2,8175.88,0.3,-407.67
ORD06545,2024-11-02,2024-11-04,Electronics,Keyboard,South,Hyderabad,Corporate,Second Class,3,6186.43,0.1,428.45
ORD06546,2024-08-18,2024-08-25,Electronics,Headphones,South,Chennai,Consumer,Standard,1,734.85,0.1,43.4
ORD06547,2024-09-01,2024-09-02,Electronics,Laptop,West,Mumbai,Corporate,Second Class,4,14131.61,0.05,1581.95
ORD06548,2024-07-17,2024-07-22,Fashion,Watch,West,Pune,Corporate,Second Class,4,12599.76,0.05,952.91
ORD06549,2024-05-28,2024-05-30,Sports,Football,East,Patna,Consumer,Standard,5,1894.03,0.05,404.54
ORD06550,2024-09-21,2024-09-27,Sports,Yoga Mat,West,Ahmedabad,Corporate,Same Day,4,6102.08,0.2,1060.29
ORD06551,2024-05-26,2024-05-28,Fashion,Watch,West,Mumbai,Home Office,Second Class,2,9845.99,0.3,675.36
ORD06552,2024-03-21,2024-03-22,Books,Novel,East,Bhubaneswar,Consumer,First Class,8,19081.68,0.3,1750.41
ORD06553,2024-05-05,2024-05-12,Home,Lamp,North,Lucknow,Home Office,Second Class,7,10586.07,0.1,2250.86
ORD06554,2024-10-19,2024-10-22,Electronics,Laptop,West,Pune,Home Office,First Class,7,16581.39,0.0,1869.42
ORD06555,2024-09-09,2024-09-15,Electronics,Laptop,East,Kolkata,Consumer,Same Day,1,4842.0,0.0,532.34
ORD06556,2024-03-18,2024-03-22,Home,Lamp,West,Mumbai,Consumer,First Class,1,4868.46,0.15,652.94
ORD06557,2024-02-03,2024-02-07,Fashion,Jacket,North,Lucknow,Consumer,Second Class,7,17211.48,0.1,562.88
ORD06558,2024-06-19,2024-06-25,Sports,Cricket Bat,East,Kolkata,Home Office,Same Day,7,24117.45,0.3,2206.57
ORD06559,2024-07-02,2024-07-06,Fashion,Jacket,West,Ahmedabad,Corporate,First Class,2,1464.51,0.0,127.78
ORD06560,2024-11-17,2024-11-22,Fashion,Jeans,North,Lucknow,Consumer,Same Day,5,1489.79,0.3,-21.41
ORD06561,2024-11-13,2024-11-19,Home,Lamp,North,Chandigarh,Consumer,First Class,6,18652.66,0.05,1873.58
ORD06562,2024-01-07,2024-01-08,Home,Vacuum,East,Bhubaneswar,Home Office,Same Day,3,4155.45,0.05,681.3
ORD06563,2024-03-03,2024-03-08,Electronics,Laptop,West,Mumbai,Corporate,Second Class,8,21763.67,0.0,4741.55
ORD06564,2024-09-12,2024-09-18,Sports,Cricket Bat,East,Bhubaneswar,Home Office,Standard,4,6119.79,0.1,1335.69
ORD06565,2024-07-07,2024-07-12,Home,Chair,East,Kolkata,Home Office,Same Day,4,15351.92,0.1,2776.21
ORD06566,2024-04-22,2024-04-24,Electronics,Headphones,North,Lucknow,Consumer,Second Class,4,16373.27,0.2,1807.13
ORD06567,2024-06-05,2024-06-08,Fashion,T-Shirt,East,Kolkata,Consumer,First Class,7,33786.48,0.05,7543.12
ORD06568,2024-04-14,2024-04-20,Sports,Cricket Bat,South,Bengaluru,Home Office,Second Class,4,4832.76,0.3,165.52
ORD06569,2024-11-04,2024-11-10,Fashion,Watch,North,Chandigarh,Corporate,Standard,3,9420.46,0.2,1571.52
ORD06570,2024-05-20,2024-05-24,Fashion,Watch,North,Chandigarh,Corporate,Second Class,6,3126.39,0.1,350.49
ORD06571,2024-01-20,2024-01-23,Home,Lamp,South,Bengaluru,Home Office,Same Day,1,2192.38,0.15,139.45
ORD06572,2024-11-08,2024-11-09,Electronics,Headphones,South,Hyderabad,Home Office,Second Class,1,4848.89,0.3,185.11
ORD06573,2024-09-07,2024-09-14,Sports,Yoga Mat,East,Bhubaneswar,Home Office,Second Class,7,8606.54,0.3,531.24
